date,cases,ww_mean,ww_smooth,pct_mean,pos_lag1,cases_lag1,cases_lag2,week_num,Lineage_other,Lineage_B.1.1.7,Lineage_B.1.351,Lineage_P.1,Lineage_B.1.617.2,Lineage_BA.1,Lineage_BA.2,Lineage_BA.2.12.1,Lineage_BA.4,Lineage_BA.5,Lineage_BQ.1,Lineage_BA.2.75,Lineage_XBB,Lineage_XBB.1.5,Lineage_XBB.1.9,Lineage_XBF,Lineage_XBB.1.16,Lineage_EG.5,Lineage_BA.2.86,Lineage_JN.1,Lineage_KP.2,Lineage_KP.3,Lineage_XEC,Lineage_NB.1.8.1,Lineage_LP.8.1,Lineage_XFG,Lineage_BA.3.2,Week,Normalized_FB,Normalized_IG,Normalized_threads,week_start,sum_meas,avg_meas,social_lag1,week,week_count,week_total_count,week_ratio,norm_ratio,source,news_lag1,week_ct,norm_ct,tt_lag11
2025-04-06,37,103,108,0.08,0.18,33,42,80,3.335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.715,0,5.12,15.48,5.235,43.095,5.355,1.665,07 Apr 2025 - 13 Apr 2025,33,65,21,07 Apr 2025,119,39.6666666666667,37.6666666666667,2025-04-07,21,9768,0.0132105227521583,27.5188999614969,MediaCloud,0.0124055625023999,219,0.258064516129032,146
2025-04-13,37,130,112,0.06,0.08,37,33,81,3.335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.715,0,5.12,15.48,5.235,43.095,5.355,1.665,14 Apr 2025 - 20 Apr 2025,38,56,19,14 Apr 2025,113,37.6666666666667,42,2025-04-14,15,9114,0.0124055625023999,25.8420836082255,MediaCloud,0.0152759321406073,146,0.15994623655914,188
2025-04-20,38,132,121.666666666667,0.05,0.06,37,37,82,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,6.67,16.67,3.33,43.33,0,3.33,21 Apr 2025 - 27 Apr 2025,40,66,20,21 Apr 2025,126,42,43.3333333333333,2025-04-21,22,8583,0.0152759321406073,31.8213636418974,MediaCloud,0.0151931203022075,188,0.216397849462366,149
2025-04-27,34,114,125.333333333333,0.07,0.05,38,37,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28 Apr 2025 - 04 May 2025,40,65,25,28 Apr 2025,130,43.3333333333333,43.6666666666667,2025-04-28,21,9099,0.0151931203022075,31.6488579251059,MediaCloud,0.00418483394689146,149,0.163978494623656,155
2025-05-04,26,129,125,0.07,0.07,34,38,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05 May 2025 - 11 May 2025,37,63,31,05 May 2025,131,43.6666666666667,44.6666666666667,2025-05-05,5,8509,0.00418483394689146,8.71744660680954,MediaCloud,0.0013033968134283,155,0.172043010752688,154
2025-05-11,39,140,127.666666666667,0.07,0.07,26,34,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12 May 2025 - 18 May 2025,48,62,24,12 May 2025,134,44.6666666666667,44.3333333333333,2025-05-12,2,9584,0.0013033968134283,2.7151118234899,MediaCloud,0,154,0.170698924731183,175
2025-05-18,37,211,160,0.11,0.07,39,26,86,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.34,0,3.45,3.45,27.59,27.59,20.69,0,19 May 2025 - 25 May 2025,45,62,26,19 May 2025,133,44.3333333333333,49,2025-05-19,0,9355,0,0,MediaCloud,0,175,0.198924731182796,314
2025-05-25,45,293,214.666666666667,0.13,0.11,37,39,87,11.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.63,0,1.725,3.075,24.605,21.905,22.505,0,26 May 2025 - 01 Jun 2025,50,63,34,26 May 2025,147,49,42.6666666666667,2025-05-26,0,8636,0,0,MediaCloud,0,314,0.385752688172043,206
2025-06-01,40,276,260,0.21,0.13,45,37,88,10.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.88,0,1.15,2.69,25.3766666666667,22.9366666666667,22.6966666666667,0,02 Jun 2025 - 08 Jun 2025,41,61,26,02 Jun 2025,128,42.6666666666667,40.6666666666667,2025-06-02,0,8954,0,0,MediaCloud,0.00627385759970984,206,0.240591397849462,227
2025-06-08,45,252,273.666666666667,0.25,0.21,40,45,89,9.935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.625,0,1.31,2.0175,22.605,21.22,27.29,0,09 Jun 2025 - 15 Jun 2025,39,60,23,09 Jun 2025,122,40.6666666666667,42.3333333333333,2025-06-09,8,8480,0.00627385759970984,13.0691012685993,MediaCloud,0.00727267327933669,227,0.268817204301075,228
2025-06-15,53,242,256.666666666667,0.24,0.25,45,40,90,12.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.7075,0,0.4475,1.71,19.04,18.2125,33.785,0,16 Jun 2025 - 22 Jun 2025,44,64,19,16 Jun 2025,127,42.3333333333333,44,2025-06-16,10,8814,0.00727267327933669,15.1497387485307,MediaCloud,0,228,0.270161290322581,166
2025-06-22,43,191,228.333333333333,0.2,0.24,53,45,91,10.7266666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3033333333333,0,0.596666666666667,1.38,18.18,18.8766666666667,36.94,0,23 Jun 2025 - 29 Jun 2025,43,60,29,23 Jun 2025,132,44,46,2025-06-23,0,8940,0,0,MediaCloud,0.000791765637371338,166,0.186827956989247,190
2025-06-29,37,165,199.333333333333,0.13,0.2,43,53,92,12.245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.265,0,0.895,1.11,13.81,15.815,43.87,0,30 Jun 2025 - 06 Jul 2025,48,69,21,30 Jun 2025,138,46,43.3333333333333,2025-06-30,1,9014,0.000791765637371338,1.64933059626372,MediaCloud,0.000668896321070234,190,0.219086021505376,159
2025-07-06,45,195,183.666666666667,0.21,0.13,37,43,93,15.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,2.22,13.33,15.56,46.67,0,07 Jul 2025 - 13 Jul 2025,40,65,25,07 Jul 2025,130,43.3333333333333,42.3333333333333,2025-07-07,1,8656,0.000668896321070234,1.39338096527163,MediaCloud,0.00226091717551228,159,0.17741935483871,177
2025-07-13,54,205,188.333333333333,0.18,0.21,45,37,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14 Jul 2025 - 20 Jul 2025,45,59,23,14 Jul 2025,127,42.3333333333333,38.3333333333333,2025-07-14,3,8024,0.00226091717551228,4.70972683983969,MediaCloud,0.000832639467110741,177,0.201612903225806,253
2025-07-20,32,238,212.666666666667,0.18,0.18,54,45,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21 Jul 2025 - 27 Jul 2025,37,55,23,21 Jul 2025,115,38.3333333333333,46,2025-07-21,1,7791,0.000832639467110741,1.734475056687,MediaCloud,0.000331564986737401,253,0.303763440860215,203
2025-07-27,50,309,250.666666666667,0.21,0.18,32,54,96,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.38,0,0,0,10.64,4.26,70.21,0,28 Jul 2025 - 03 Aug 2025,43,62,33,28 Jul 2025,138,46,38.6666666666667,2025-07-28,1,8970,0.000331564986737401,0.690684530199298,MediaCloud,0,203,0.236559139784946,162
2025-08-03,71,319,288.666666666667,0.33,0.21,50,32,97,5.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.775,0,0,0.795,10.875,4.51,73.995,0,04 Aug 2025 - 10 Aug 2025,40,55,21,04 Aug 2025,116,38.6666666666667,40.3333333333333,2025-08-04,0,6701,0,0,MediaCloud,0.00172562553925798,162,0.181451612903226,144
2025-08-10,66,428,352,0.29,0.33,71,50,98,4.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.18333333333333,0,0,1.92,12.11,4.39666666666667,73.6366666666667,0.693333333333333,11 Aug 2025 - 17 Aug 2025,39,58,24,11 Aug 2025,121,40.3333333333333,45,2025-08-11,2,7142,0.00172562553925798,3.59465840048505,MediaCloud,0,144,0.157258064516129,153
2025-08-17,68,354,367,0.27,0.29,66,71,99,4.7125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.805,0,0,1.44,11.5825,3.2975,75.645,0.52,18 Aug 2025 - 24 Aug 2025,44,61,30,18 Aug 2025,135,45,49,2025-08-18,0,8171,0,0,MediaCloud,0,153,0.169354838709677,144
2025-08-24,82,464,415.333333333333,0.44,0.27,68,66,100,4.165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4725,0,0,1.44,11.8175,2.495,78.0925,0.52,25 Aug 2025 - 31 Aug 2025,36,68,43,25 Aug 2025,147,49,51.3333333333333,2025-08-25,0,8862,0,0,MediaCloud,0.00150464862295509,144,0.157258064516129,139
2025-08-31,93,532,450,0.42,0.44,82,68,101,3.7675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68,0,0,1.0425,10.62,2.095,81.28,0.52,01 Sep 2025 - 07 Sep 2025,45,70,39,01 Sept 2025,154,51.3333333333333,53,2025-09-01,2,9136,0.00150464862295509,3.13434038221844,MediaCloud,0.00399161148726348,139,0.150537634408602,146
2025-09-07,110,431,475.666666666667,0.42,0.42,93,82,102,3.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9925,0,0,0,8.5375,1.6775,84.925,0.3125,08 Sep 2025 - 14 Sep 2025,50,90,19,08 Sept 2025,159,53,55,2025-09-08,6,8824,0.00399161148726348,8.3149440233332,MediaCloud,0.00373428318313198,146,0.15994623655914,143
2025-09-14,162,395,452.666666666667,0.8,0.42,110,93,103,2.4925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.025,0,0,0,7.835,2.1275,86.215,0.3125,15 Sep 2025 - 21 Sep 2025,55,75,35,15 Sept 2025,165,55,53,2025-09-15,4,9657,0.00373428318313198,7.77890226393352,MediaCloud,0,143,0.155913978494624,167
2025-09-21,200,414,413.333333333333,1.08,0.8,162,110,104,2.255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,7.12,2.3675,87.02,0.3125,22 Sep 2025 - 28 Sep 2025,46,72,41,22 Sept 2025,159,53,56.3333333333333,2025-09-22,0,8942,0,0,MediaCloud,0.000925925925925926,167,0.188172043010753,192
2025-09-28,228,729,512.666666666667,1.27,1.08,200,162,105,3.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0725,0,0,0,7.265,2.0075,85.365,0.3125,29 Sep 2025 - 05 Oct 2025,46,82,41,29 Sept 2025,169,56.3333333333333,48,2025-09-29,2,10056,0.000925925925925926,1.92880050285286,MediaCloud,0.00325425250409999,192,0.221774193548387,153
2025-10-05,253,656,599.666666666667,1.53,1.27,228,200,106,4.1925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.935,0,0.175,0,8.675,1.5575,84.295,0.175,06 Oct 2025 - 12 Oct 2025,43,67,34,06 Oct 2025,144,48,55.6666666666667,2025-10-06,4,10880,0.00325425250409999,6.77894817562367,MediaCloud,0.000726744186046512,153,0.169354838709677,169
2025-10-12,243,585,656.666666666667,0.97,1.53,253,228,107,4.155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,0,0.175,0,8.4225,1.1075,85.34,0.175,13 Oct 2025 - 19 Oct 2025,57,67,43,13 Oct 2025,167,55.6666666666667,56.6666666666667,2025-10-13,1,8581,0.000726744186046512,1.51388411561125,MediaCloud,0,169,0.190860215053763,173
2025-10-19,194,865,702,0.92,0.97,243,253,108,3.745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.645,0,0.175,0.1875,9.7875,0.7925,84.31,0.3625,20 Oct 2025 - 26 Oct 2025,55,65,50,20 Oct 2025,170,56.6666666666667,53.6666666666667,2025-10-20,0,8553,0,0,MediaCloud,0.001311429200011,173,0.196236559139785,166
2025-10-26,158,639,696.333333333333,0.53,0.92,194,243,109,3.915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8825,0,0.175,0.1875,10.335,0.3625,83.4075,0.7425,27 Oct 2025 - 02 Nov 2025,49,65,47,27 Oct 2025,161,53.6666666666667,57.3333333333333,2025-10-27,2,10575,0.001311429200011,2.73184412447211,MediaCloud,0.000683994528043776,166,0.186827956989247,84
2025-11-02,122,519,674.333333333333,0.47,0.53,158,194,110,3.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9525,0,0,0.1875,10.0575,0.1875,83.925,0.8125,03 Nov 2025 - 09 Nov 2025,72,65,35,03 Nov 2025,172,57.3333333333333,53,2025-11-03,1,9982,0.000683994528043776,1.42483210881059,MediaCloud,0.000693481276005548,84,0.0766129032258065,163
2025-11-09,116,442,533.333333333333,0.36,0.47,122,158,111,5.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1075,0,0,0.1875,10.5725,0.775,79.4075,2.2825,10 Nov 2025 - 16 Nov 2025,72,65,22,10 Nov 2025,159,53,58.3333333333333,2025-11-10,1,9996,0.000693481276005548,1.44459399658882,MediaCloud,0.000951474785918173,163,0.182795698924731,245
2025-11-16,104,351,437.333333333333,0.43,0.36,116,122,112,5.725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5775,0,0,0,8.6725,0.9175,77.395,5.7125,17 Nov 2025 - 23 Nov 2025,77,64,34,17 Nov 2025,175,58.3333333333333,67.3333333333333,2025-11-17,1,11651,0.000951474785918173,1.98202144917325,MediaCloud,0.00298184511342798,245,0.293010752688172,274
2025-11-23,129,407,400,0.33,0.43,104,116,113,4.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.57,0,0,0,9.7575,0.9175,73.7375,9.065,24 Nov 2025 - 30 Nov 2025,77,84,41,24 Nov 2025,202,67.3333333333333,53.3333333333333,2025-11-24,4,9619,0.00298184511342798,6.21149510254596,MediaCloud,0,274,0.331989247311828,207
2025-11-30,142,501,419.666666666667,0.46,0.33,129,104,114,5.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.81,0,0,0,10.7025,1.16,66.4925,14.4025,01 Dec 2025 - 07 Dec 2025,73,59,28,01 Dec 2025,160,53.3333333333333,51,2025-12-01,0,10244,0,0,MediaCloud,0.00116144018583043,207,0.241935483870968,222
2025-12-07,134,565,491,0.47,0.46,142,129,115,3.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.515,0,0,0,11.655,0.8725,59.4025,22.8725,08 Dec 2025 - 14 Dec 2025,86,47,20,08 Dec 2025,153,51,51.3333333333333,2025-12-08,1,9465,0.00116144018583043,2.41940132762031,MediaCloud,0,222,0.262096774193548,155
2025-12-14,118,410,492,0.26,0.47,134,142,116,3.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.655,0,0,0,13.7325,0.5425,50.6825,29.8925,15 Dec 2025 - 21 Dec 2025,77,53,24,15 Dec 2025,154,51.3333333333333,49.6666666666667,2025-12-15,0,8992,0,0,MediaCloud,0.00208659687860026,155,0.172043010752688,138
2025-12-21,106,313,429.333333333333,0.2,0.26,118,134,117,2.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0075,0,0,0,14.7225,0.5425,44.7725,35.58,22 Dec 2025 - 28 Dec 2025,81,42,26,22 Dec 2025,149,49.6666666666667,43,2025-12-22,2,6602,0.00208659687860026,4.34659943739101,MediaCloud,0.00629616855868796,138,0.149193548387097,141
2026-01-04,111,447,390,0.29,0.2,106,118,118,3.0125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7325,0,0,0,15.115,0.7025,37.1475,41.2875,05 Jan 2026 - 11 Jan 2026,48,61,29,05 Jan 2026,138,46,63.6666666666667,2026-01-05,1,9329,0.000741839762611276,1.54532977973374,MediaCloud,0,253,0.303763440860215,198
2026-01-11,86,289,349.666666666667,0.18,0.29,111,106,119,3.7625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7325,0,0,0,18.86,0.4025,35.4625,38.78,12 Jan 2026 - 18 Jan 2026,41,50,100,12 Jan 2026,191,63.6666666666667,49.3333333333333,2026-01-12,0,9265,0,0,MediaCloud,0.00072463768115942,198,0.229838709677419,195
2026-01-18,63,174,303.333333333333,0.11,0.18,86,111,120,4.8875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.935,0,0,0,17.06,0.4025,37.9575,37.7575,19 Jan 2026 - 25 Jan 2026,68,54,26,19 Jan 2026,148,49.3333333333333,57.6666666666667,2026-01-19,1,9363,0.00072463768115942,1.50949604571093,MediaCloud,0,195,0.225806451612903,239
2026-01-25,69,131,198,0.11,0.11,63,86,121,6.51666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.61333333333333,0,0,0,16.95,0.536666666666667,36.6,37.7833333333333,26 Jan 2026 - 01 Feb 2026,75,65,33,26 Jan 2026,173,57.6666666666667,64.3333333333333,2026-01-26,0,9563,0,0,MediaCloud,0.00113378684807256,239,0.28494623655914,208
2026-02-01,62,162,155.666666666667,0.11,0.11,69,63,122,6.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.36,0,41.995,34.095,02 Feb 2026 - 08 Feb 2026,100,50,43,02 Feb 2026,193,64.3333333333333,43.3333333333333,2026-02-02,1,9276,0.00113378684807256,2.36179653410554,MediaCloud,0,208,0.243279569892473,197
2026-02-08,48,175,156,0.15,0.11,62,69,123,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,46.15,38.46,09 Feb 2026 - 15 Feb 2026,60,49,21,09 Feb 2026,130,43.3333333333333,35,2026-02-09,0,9999,0,0,MediaCloud,0.000719942404607631,197,0.228494623655914,242
2026-02-15,66,125,154,0.23,0.15,48,62,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16 Feb 2026 - 22 Feb 2026,45,39,21,16 Feb 2026,105,35,48,2026-02-16,1,9273,0.000719942404607631,1.49971529379488,MediaCloud,0.00125161930914648,242,0.288978494623656,253
